NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Chapalilla - Compostela ,CAMINO,2021,ENERO,138650,2112,5740,1281,0,5201,4719,455,6091,2094,21,1,903,0,167268,691,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,ENERO,136498,740,2706,4360,0,13266,9690,2813,52299,9886,2066,109,24905,0,259338,2414,1,0
Culiacán,PUENTE NACIONAL,2021,ENERO,225656,3055,5814,529,0,7695,4131,606,7171,1519,1,4,505,0,256686,2108,0,0
Sinaloa,PUENTE NACIONAL,2021,ENERO,233139,1547,11335,3479,0,13660,11768,2326,58120,6363,803,64,22163,0,364767,3307,4,0
Pánuco,PUENTE NACIONAL,2021,ENERO,125150,5428,8599,304,0,5421,2931,370,2716,1344,37,19,2264,0,154583,879,129,0
Alvarado,PUENTE NACIONAL,2021,ENERO,109451,7594,6443,425,0,4911,3979,137,2403,1144,0,0,373,0,136860,814,2,0
Papaloapan,PUENTE NACIONAL,2021,ENERO,42572,8137,2773,94,0,4186,4277,116,2999,571,2,2,786,0,66515,5145,615,0
Caracol,PUENTE NACIONAL,2021,ENERO,137476,15215,9837,220,1,7541,4506,260,5262,1025,41,151,11516,0,193051,1206,407,0
Nautla,PUENTE NACIONAL,2021,ENERO,108245,2878,3711,1275,0,6992,8023,565,12224,3328,150,26,7571,0,154988,1236,16,0
Grijalva,PUENTE NACIONAL,2021,ENERO,337781,13307,9065,1386,0,14323,9353,1049,19374,7622,325,56,11535,0,425176,3279,13,0
Usumacinta,PUENTE NACIONAL,2021,ENERO,75262,8134,2576,901,0,4553,4511,497,12577,2288,322,41,10078,0,121740,1220,0,0
Cadereyta,PUENTE NACIONAL,2021,ENERO,110508,1913,150,23,1,6106,5695,828,13945,5492,331,314,6283,0,151589,676,23,0
La Piedad,PUENTE NACIONAL,2021,ENERO,55272,1004,3660,1249,0,9372,12199,946,27427,3272,43,22,1530,0,115996,500,1,0
Tecolutla,PUENTE NACIONAL,2021,ENERO,97378,8970,4012,1073,0,7144,5899,367,9797,2466,36,28,4921,0,142091,634,17,0
San Juan,PUENTE NACIONAL,2021,ENERO,50812,102,454,2,0,2798,1462,172,4460,778,22,28,5616,0,66706,1101,857,0
Tampico,PUENTE NACIONAL,2021,ENERO,234057,1917,7129,1852,0,7129,3220,280,1649,840,26,22,985,0,259106,856,24,0
Tlacotalpan,PUENTE NACIONAL,2021,ENERO,34333,3672,964,11,0,1053,1019,49,422,122,0,0,40,0,41685,506,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,ENERO,190487,4355,4823,2403,0,20070,24705,2931,69433,12379,937,444,38128,0,371095,1533,30,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,ENERO,14513,1268,11,0,0,531,118,13,18,3,0,0,0,0,16475,55,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,ENERO,2181,38,4,1,0,162,205,10,64,46,2,2,88,0,2803,8,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,ENERO,68332,198,0,0,0,61,1,5,0,0,0,0,0,0,68597,155,0,68232
Camargo,PÚENTE INTERNACIONAL,2021,ENERO,19070,33,0,0,0,52,100,6,1206,27,18,0,1260,0,21772,297,0,2557
Miguel Alemán,PÚENTE INTERNACIONAL,2021,ENERO,36472,9,4,14,0,69,80,59,1856,9,0,0,0,0,38572,297,0,10274
Reynosa,PÚENTE INTERNACIONAL,2021,ENERO,89089,107,124,369,0,68,27,4,1,0,0,0,0,0,89789,394,0,101780
   Línea Express,PÚENTE INTERNACIONAL,2021,ENERO,33149,0,0,0,0,0,0,0,0,0,0,0,0,0,33149,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,ENERO,40421,33,0,0,0,69,708,32,1288,420,23,3,1841,0,44838,101,20,76627
Ojinaga,PÚENTE INTERNACIONAL,2021,ENERO,41094,6,3,69,0,736,183,160,535,58,0,46,0,0,42890,1221,0,5235
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,ENERO,4388,21596,64,57,0,14,0,0,0,0,0,0,0,6536,32655,1,0,21929
Piedras Negras,PÚENTE INTERNACIONAL,2021,ENERO,38576,42,0,0,0,134,1,1,0,0,0,0,0,0,38754,130,0,24469
Acuña,PÚENTE INTERNACIONAL,2021,ENERO,92141,172,1,0,0,1577,764,163,3773,42,30,0,0,0,98663,918,0,6346
Laredo,PÚENTE INTERNACIONAL,2021,ENERO,406,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,128488
   Línea Express,PÚENTE INTERNACIONAL,2021,ENERO,34036,0,0,0,0,0,0,0,0,0,0,0,0,0,34036,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,ENERO,149820,748,24,1830,0,323,24,64,2,0,0,0,5,0,152840,2166,0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,ENERO,434,1,87,0,0,686,671,64,7539,1319,24,2,107,0,10934,4,0,0
Chapalilla - Compostela ,CAMINO,2021,FEBRERO,116054,1962,4589,1122,0,5110,4739,438,5662,1997,34,2,563,0,142272,680,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,FEBRERO,113489,643,2467,3714,0,12683,9052,2471,48877,9273,1612,133,23730,0,228144,1976,2,0
Culiacán,PUENTE NACIONAL,2021,FEBRERO,200484,2622,5340,464,0,7282,3991,548,7293,1521,5,4,562,0,230116,2009,0,0
Sinaloa,PUENTE NACIONAL,2021,FEBRERO,202033,1437,9224,2717,0,13488,12823,2506,60321,7215,835,64,21731,0,334394,3430,5,0
Pánuco,PUENTE NACIONAL,2021,FEBRERO,107740,5284,7076,60,0,4969,3738,316,2688,1127,46,30,2018,0,135092,984,162,0
Alvarado,PUENTE NACIONAL,2021,FEBRERO,93175,7449,5379,286,0,4800,4298,144,2392,1144,2,1,154,0,119224,755,0,0
Papaloapan,PUENTE NACIONAL,2021,FEBRERO,35774,7500,2220,78,0,4027,4498,98,2915,610,5,3,606,0,58334,6507,441,0
Caracol,PUENTE NACIONAL,2021,FEBRERO,121321,14558,8181,132,0,7303,4763,280,4776,982,92,114,9567,0,172069,2209,407,0
Nautla,PUENTE NACIONAL,2021,FEBRERO,92393,2742,2792,920,0,6887,7882,638,12171,3574,217,23,7312,0,137551,1031,102,0
Grijalva,PUENTE NACIONAL,2021,FEBRERO,309337,11903,8012,970,0,13786,9289,1126,19352,7230,291,35,11305,0,392636,2800,41,0
Usumacinta,PUENTE NACIONAL,2021,FEBRERO,66568,7644,1782,619,0,4499,4932,582,12360,2493,279,41,9555,0,111354,1216,0,0
Cadereyta,PUENTE NACIONAL,2021,FEBRERO,99706,1675,150,12,0,5740,5883,746,11713,4439,349,304,6333,0,137050,646,19,0
La Piedad,PUENTE NACIONAL,2021,FEBRERO,45866,897,2846,1142,0,9297,11712,982,24066,3013,45,12,1117,0,100995,434,0,0
Tecolutla,PUENTE NACIONAL,2021,FEBRERO,87313,8505,3015,702,1,6283,5623,435,9945,2566,85,22,4766,0,129261,515,68,0
San Juan,PUENTE NACIONAL,2021,FEBRERO,47269,93,424,1,0,2630,1470,182,4094,761,12,35,5584,0,62555,1032,809,0
Tampico,PUENTE NACIONAL,2021,FEBRERO,196300,1497,5165,1255,0,6514,2582,195,1186,538,16,23,782,0,216053,734,0,0
Tlacotalpan,PUENTE NACIONAL,2021,FEBRERO,29790,3460,867,3,0,999,1533,33,518,106,1,0,15,0,37325,466,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,FEBRERO,157145,4007,3776,2132,0,19350,24953,3295,71735,12852,910,409,38164,0,338728,1556,77,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,FEBRERO,14060,1171,3,2,0,477,86,0,4,5,3,0,1,0,15812,42,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,FEBRERO,1434,36,5,0,0,91,120,3,87,29,2,0,60,0,1867,4,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,FEBRERO,62410,161,0,0,0,40,1,0,0,0,0,0,0,0,62612,97,0,60028
Camargo,PÚENTE INTERNACIONAL,2021,FEBRERO,17599,25,0,0,0,78,106,8,1159,21,21,0,1347,0,20364,319,0,2161
Miguel Alemán,PÚENTE INTERNACIONAL,2021,FEBRERO,33199,8,3,14,0,65,86,32,1433,8,0,0,0,0,34848,170,0,8664
Reynosa,PÚENTE INTERNACIONAL,2021,FEBRERO,75213,67,115,270,0,33,11,0,0,0,0,0,0,0,75709,188,0,87561
   Línea Express,PÚENTE INTERNACIONAL,2021,FEBRERO,31109,0,0,0,0,0,0,0,0,0,0,0,0,0,31109,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,FEBRERO,36961,21,0,0,0,93,638,21,1258,244,18,8,1799,0,41061,77,124,63074
Ojinaga,PÚENTE INTERNACIONAL,2021,FEBRERO,33058,79,6,49,0,622,151,140,650,17,0,5,36,0,34813,623,0,4195
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,FEBRERO,4413,21837,87,97,0,8,0,0,0,0,0,0,0,6153,32595,1,0,20984
Piedras Negras,PÚENTE INTERNACIONAL,2021,FEBRERO,28340,33,0,0,0,100,1,1,0,0,0,0,0,0,28475,128,0,18394
Acuña,PÚENTE INTERNACIONAL,2021,FEBRERO,78511,134,0,0,0,1293,778,121,3092,27,18,0,1,0,83975,577,0,4112
Laredo,PÚENTE INTERNACIONAL,2021,FEBRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104265
   Línea Express,PÚENTE INTERNACIONAL,2021,FEBRERO,29976,0,0,0,0,0,0,0,0,0,0,0,0,0,29976,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,FEBRERO,131820,633,25,1144,0,248,16,54,5,0,0,0,0,0,133945,990,0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,FEBRERO,660,0,87,1,0,628,712,50,8224,1343,22,0,102,0,11829,20,0,0
Chapalilla - Compostela ,CAMINO,2021,MARZO,173708,2532,6922,1757,0,6553,5203,508,6835,2541,31,5,544,0,207139,813,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,MARZO,136947,880,2937,4430,0,14241,9887,3003,55573,10766,2194,136,26123,0,267117,2429,0,0
Culiacán,PUENTE NACIONAL,2021,MARZO,231343,2970,5944,457,0,8730,4640,588,7978,1976,5,12,717,0,265360,2840,0,0
Sinaloa,PUENTE NACIONAL,2021,MARZO,255071,1836,10177,3150,0,16132,15313,3047,68122,8038,900,71,23548,0,405405,4548,2,0
Pánuco,PUENTE NACIONAL,2021,MARZO,129567,6373,7938,104,0,5732,4361,335,3169,1457,68,24,2317,0,161445,1307,148,0
Alvarado,PUENTE NACIONAL,2021,MARZO,115257,9254,6396,401,0,5365,5173,138,2906,1335,8,1,391,0,146625,932,0,0
Papaloapan,PUENTE NACIONAL,2021,MARZO,42223,8421,2466,92,0,4791,5403,158,3645,1019,8,3,641,0,68870,6159,439,0
Caracol,PUENTE NACIONAL,2021,MARZO,142518,16771,9503,213,2,8298,6135,352,5605,1150,81,102,11858,0,202588,2554,409,0
Nautla,PUENTE NACIONAL,2021,MARZO,121126,3871,3501,1144,0,8279,8936,622,13892,3522,166,32,7651,0,172742,1411,43,0
Grijalva,PUENTE NACIONAL,2021,MARZO,366458,13878,9267,1280,0,16297,10572,1323,21755,8183,522,52,12825,0,462412,2927,79,0
Usumacinta,PUENTE NACIONAL,2021,MARZO,84818,9930,2344,792,0,5229,5536,656,13418,2779,529,52,11288,0,137371,1514,0,0
Cadereyta,PUENTE NACIONAL,2021,MARZO,109093,2281,194,49,0,6965,7319,531,12643,3730,359,366,6692,0,150222,833,29,0
La Piedad,PUENTE NACIONAL,2021,MARZO,94823,2438,3137,1262,0,11885,14813,1078,23389,3256,62,11,973,0,157127,562,0,0
Tecolutla,PUENTE NACIONAL,2021,MARZO,119357,10994,3803,1023,0,7119,6734,432,11532,2535,46,21,5078,0,168674,791,32,0
San Juan,PUENTE NACIONAL,2021,MARZO,59239,120,469,5,0,3404,2052,247,5251,1026,32,29,7508,0,79382,1432,1270,0
Tampico,PUENTE NACIONAL,2021,MARZO,245898,2026,6190,1501,0,7131,3091,284,1551,676,20,20,1166,0,269554,1002,0,0
Tlacotalpan,PUENTE NACIONAL,2021,MARZO,36588,4460,1030,9,0,1106,1453,38,525,123,0,0,14,0,45346,602,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,MARZO,189503,4762,4992,2748,0,21736,27802,3827,78651,14735,1242,435,41102,0,391535,1671,58,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,MARZO,16141,1262,3,0,0,600,127,4,20,5,0,0,2,0,18164,24,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,MARZO,1903,28,7,1,0,126,173,13,80,38,0,1,86,0,2456,6,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,MARZO,73687,264,0,0,0,42,2,1,0,0,0,0,0,0,73996,121,0,83336
Camargo,PÚENTE INTERNACIONAL,2021,MARZO,21000,46,0,0,0,81,169,9,1476,57,16,0,1766,0,24620,489,0,3196
Miguel Alemán,PÚENTE INTERNACIONAL,2021,MARZO,39915,12,7,21,2,106,100,54,1781,14,0,0,0,0,42012,252,0,12342
Reynosa,PÚENTE INTERNACIONAL,2021,MARZO,88464,136,143,424,0,50,10,5,0,0,0,0,0,0,89232,252,0,110826
   Línea Express,PÚENTE INTERNACIONAL,2021,MARZO,33149,0,0,0,0,0,0,0,0,0,0,0,0,0,33149,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,MARZO,49850,39,0,0,0,71,742,45,1302,374,21,7,2811,0,55262,143,162,104233
Ojinaga,PÚENTE INTERNACIONAL,2021,MARZO,39962,59,8,68,0,775,141,197,658,44,19,38,0,0,41969,1191,0,8052
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,MARZO,5199,21378,99,179,0,14,0,0,0,0,0,0,0,7150,34019,1,1,23921
Piedras Negras,PÚENTE INTERNACIONAL,2021,MARZO,41028,66,0,0,0,95,2,1,0,0,0,0,0,0,41192,128,0,30024
Acuña,PÚENTE INTERNACIONAL,2021,MARZO,108750,315,0,1,0,1753,876,200,4587,35,36,0,0,0,116553,933,0,6624
Laredo,PÚENTE INTERNACIONAL,2021,MARZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144392
   Línea Express,PÚENTE INTERNACIONAL,2021,MARZO,43166,0,0,0,0,0,0,0,0,0,0,0,0,0,43166,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,MARZO,166534,1012,19,1826,0,332,17,52,0,0,2,0,2,0,169796,1038,1,0
Suchiate II,PÚENTE INTERNACIONAL,2021,MARZO,885,1,99,2,0,898,883,67,9389,1459,24,4,97,0,13808,15,0,0
Chapalilla - Compostela ,CAMINO,2021,ABRIL,180771,2388,7847,2135,0,5931,4913,489,6471,2427,25,4,692,0,214093,715,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,ABRIL,138879,947,3248,4788,0,13230,9605,2880,52273,9555,1781,123,24667,0,261976,2074,0,0
Culiacán,PUENTE NACIONAL,2021,ABRIL,235409,2740,5667,488,0,8262,4107,470,7024,1591,2,1,532,0,266293,2369,0,0
Sinaloa,PUENTE NACIONAL,2021,ABRIL,254569,1810,9997,3484,0,14701,14435,2697,63304,6465,867,115,20851,0,393295,3916,0,0
Pánuco,PUENTE NACIONAL,2021,ABRIL,129437,6173,7932,124,0,5445,4555,381,3014,1391,86,57,1921,0,160516,936,98,0
Alvarado,PUENTE NACIONAL,2021,ABRIL,124926,8653,6726,414,0,5217,5232,169,2631,1482,8,0,581,0,156039,776,1,0
Papaloapan,PUENTE NACIONAL,2021,ABRIL,42137,8295,2520,128,0,4933,5773,164,3409,828,5,3,758,0,68953,3077,521,0
Caracol,PUENTE NACIONAL,2021,ABRIL,138970,15874,9973,241,0,8092,5738,318,5896,1264,70,155,11122,0,197713,1289,407,0
Nautla,PUENTE NACIONAL,2021,ABRIL,122350,3419,3669,1266,0,8013,7770,717,13954,3538,185,37,7841,0,172759,1232,10,0
Grijalva,PUENTE NACIONAL,2021,ABRIL,350917,13667,9467,1599,0,14766,9193,1258,19596,7866,312,43,12791,0,441475,2499,48,0
Usumacinta,PUENTE NACIONAL,2021,ABRIL,85425,9173,2589,895,0,5041,6151,597,12869,2791,324,62,10593,0,136510,1212,8,0
Cadereyta,PUENTE NACIONAL,2021,ABRIL,117639,2114,179,45,0,6441,6500,584,11772,3076,225,288,5682,0,154545,673,0,0
La Piedad,PUENTE NACIONAL,2021,ABRIL,110420,1976,3185,1219,0,11367,13971,940,20084,2693,33,12,811,0,166711,595,0,0
Tecolutla,PUENTE NACIONAL,2021,ABRIL,117680,9468,4053,1086,0,6555,5489,492,11368,2465,59,13,5231,0,163959,708,7,0
San Juan,PUENTE NACIONAL,2021,ABRIL,61082,116,464,1,0,3213,1799,247,4644,993,38,26,6872,0,79495,1291,1302,0
Tampico,PUENTE NACIONAL,2021,ABRIL,258581,2164,6658,1776,1,6943,2989,193,1171,375,36,19,896,0,281802,990,0,0
Tlacotalpan,PUENTE NACIONAL,2021,ABRIL,37981,4327,1017,16,0,1083,982,34,496,64,0,0,11,0,46011,376,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,ABRIL,193867,4526,5213,2949,0,19667,24962,3493,73709,14207,919,385,40500,0,384397,1492,15,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,ABRIL,17841,1179,18,4,0,624,176,19,68,47,3,1,24,0,20004,15,2,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,ABRIL,2137,36,66,1,0,177,171,17,101,34,5,3,66,0,2814,13,1,0
Matamoros,PÚENTE INTERNACIONAL,2021,ABRIL,78973,239,0,0,0,33,0,5,0,0,0,0,0,0,79250,108,0,89226
Camargo,PÚENTE INTERNACIONAL,2021,ABRIL,20768,27,0,0,0,83,131,9,1376,28,28,0,1609,0,24059,412,0,2751
Miguel Alemán,PÚENTE INTERNACIONAL,2021,ABRIL,38931,5,5,19,0,72,89,60,1636,12,0,0,0,0,40829,214,0,12483
Reynosa,PÚENTE INTERNACIONAL,2021,ABRIL,86256,132,205,450,0,54,18,4,1,0,0,0,0,0,87120,263,0,110419
   Línea Express,PÚENTE INTERNACIONAL,2021,ABRIL,42589,0,0,0,0,0,0,0,0,0,0,0,0,0,42589,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,ABRIL,44855,35,0,0,0,74,755,27,1207,258,23,6,2059,0,49299,122,157,89307
Ojinaga,PÚENTE INTERNACIONAL,2021,ABRIL,40540,39,6,66,0,726,125,160,561,16,62,29,0,0,42330,1090,0,5477
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,ABRIL,4326,18882,64,112,0,16,0,0,0,0,0,0,0,6651,30051,0,0,22359
Piedras Negras,PÚENTE INTERNACIONAL,2021,ABRIL,44878,33,0,0,0,89,1,3,0,0,0,0,0,0,45004,128,0,28414
Acuña,PÚENTE INTERNACIONAL,2021,ABRIL,106233,318,0,0,0,1570,802,163,3783,32,32,0,0,0,112933,884,0,6213
Laredo,PÚENTE INTERNACIONAL,2021,ABRIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137268
   Línea Express,PÚENTE INTERNACIONAL,2021,ABRIL,42779,0,0,0,0,0,0,0,0,0,0,0,0,0,42779,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,ABRIL,162955,943,21,1808,0,233,20,45,0,0,0,0,0,0,166025,1008,0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,ABRIL,881,0,47,4,0,885,663,98,9063,1423,14,2,84,0,13164,19,0,0
Chapalilla - Compostela ,CAMINO,2021,MAYO,182186,2491,9804,3189,0,6158,5163,530,7139,2783,35,7,801,0,220286,662,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,MAYO,139678,844,3592,5224,0,13689,10429,3078,53648,10518,1734,162,25438,0,268034,2376,0,0
Culiacán,PUENTE NACIONAL,2021,MAYO,242616,2442,6115,588,0,8716,4468,484,6529,1734,1,11,501,0,274205,2527,0,0
Sinaloa,PUENTE NACIONAL,2021,MAYO,261277,1674,10410,3818,0,15050,13699,2614,61284,6842,897,64,18235,0,395864,3899,3,0
Pánuco,PUENTE NACIONAL,2021,MAYO,134522,6656,8232,128,0,5567,4501,327,2784,1215,84,43,1440,0,165499,1151,92,0
Alvarado,PUENTE NACIONAL,2021,MAYO,123558,9580,7373,411,0,5476,4774,179,2692,1355,7,6,460,0,155871,942,0,0
Papaloapan,PUENTE NACIONAL,2021,MAYO,43666,8872,2692,130,0,5620,4715,189,2804,440,9,7,806,0,69950,1061,60,0
Caracol,PUENTE NACIONAL,2021,MAYO,146895,17825,10489,248,0,8201,5040,340,5335,931,84,144,10941,0,206473,900,407,0
Nautla,PUENTE NACIONAL,2021,MAYO,123792,3902,3854,1435,0,8050,6888,700,14050,3606,221,33,8327,0,174858,1416,26,0
Grijalva,PUENTE NACIONAL,2021,MAYO,362261,14546,9989,1656,0,15355,9398,1303,21044,8213,426,57,13318,0,457566,2499,61,0
Usumacinta,PUENTE NACIONAL,2021,MAYO,85579,9397,2747,931,0,5198,7115,670,13829,3152,401,48,10127,0,139194,1388,0,0
Cadereyta,PUENTE NACIONAL,2021,MAYO,125155,2385,150,34,0,6756,6338,805,12586,3766,274,343,5380,0,163972,994,44,0
La Piedad,PUENTE NACIONAL,2021,MAYO,46567,936,819,270,0,4291,3964,163,3591,445,25,3,191,0,61265,294,0,0
Tecolutla,PUENTE NACIONAL,2021,MAYO,118934,10429,4332,1363,0,6703,5234,512,11439,2567,86,27,5400,0,167026,722,11,0
San Juan,PUENTE NACIONAL,2021,MAYO,64929,112,538,1,0,3146,1595,213,4901,902,44,28,7432,0,83841,1371,12,0
Tampico,PUENTE NACIONAL,2021,MAYO,258864,2137,6838,1806,0,7162,3309,313,1533,442,32,16,673,0,283125,1011,0,0
Tlacotalpan,PUENTE NACIONAL,2021,MAYO,38024,4523,1085,30,0,1180,861,20,277,62,0,0,13,0,46075,450,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,MAYO,193606,4981,5582,3094,0,20585,24969,3580,76631,14209,1045,404,42466,0,391152,1855,80,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,MAYO,19390,1277,32,0,0,742,130,18,140,74,0,0,0,0,21803,24,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,MAYO,2976,45,109,0,0,238,135,6,107,40,1,1,85,0,3743,11,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,MAYO,83372,262,0,2,0,45,1,2,0,0,0,0,0,0,83684,110,0,92759
Camargo,PÚENTE INTERNACIONAL,2021,MAYO,23763,34,0,0,0,75,146,10,1435,44,19,0,1934,0,27460,379,0,2708
Miguel Alemán,PÚENTE INTERNACIONAL,2021,MAYO,42737,1,6,24,0,83,101,69,1836,9,1,0,0,0,44867,216,0,12788
Reynosa,PÚENTE INTERNACIONAL,2021,MAYO,95175,125,237,427,0,72,10,6,0,0,4,0,1,0,96057,275,0,119128
   Línea Express,PÚENTE INTERNACIONAL,2021,MAYO,45417,0,0,0,0,0,0,0,0,0,0,0,0,0,45417,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,MAYO,44311,47,0,0,0,59,572,48,1262,216,28,6,1276,0,47825,134,106,87653
Ojinaga,PÚENTE INTERNACIONAL,2021,MAYO,44362,42,14,62,0,807,110,203,448,9,40,29,13,0,46139,1115,0,4045
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,MAYO,5301,21667,65,134,0,12,0,0,0,0,0,0,0,7760,34939,0,0,26432
Piedras Negras,PÚENTE INTERNACIONAL,2021,MAYO,45522,24,0,0,0,89,0,6,0,0,0,0,0,0,45641,106,0,32066
Acuña,PÚENTE INTERNACIONAL,2021,MAYO,113671,350,0,0,0,1713,758,171,3681,34,22,0,8,0,120408,933,0,6715
Laredo,PÚENTE INTERNACIONAL,2021,MAYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137506
   Línea Express,PÚENTE INTERNACIONAL,2021,MAYO,51342,0,0,0,0,0,0,0,0,0,0,0,0,0,51342,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,MAYO,168187,908,22,1937,0,208,21,42,1,0,1,0,1,0,171328,930,0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,MAYO,810,1,77,3,0,1029,721,79,8943,1411,19,5,78,0,13176,35,0,0
Chapalilla - Compostela ,CAMINO,2021,JUNIO,158586,1764,9447,3196,0,6314,5218,494,6929,2535,17,5,801,0,195306,667,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,JUNIO,139278,719,3660,5215,0,13998,11790,2973,54293,10561,1612,132,23681,0,267912,2481,1,0
Culiacán,PUENTE NACIONAL,2021,JUNIO,224959,2392,5910,566,0,8734,4764,573,5964,1750,5,2,603,0,256222,2580,0,0
Sinaloa,PUENTE NACIONAL,2021,JUNIO,235288,1479,10000,3749,0,15282,14464,2697,58935,7195,988,73,16771,0,366921,3383,2,0
Pánuco,PUENTE NACIONAL,2021,JUNIO,121396,6268,8291,117,0,5287,3101,346,2315,1229,42,16,915,0,149323,881,5,0
Alvarado,PUENTE NACIONAL,2021,JUNIO,107013,8279,6495,312,0,5122,3780,153,2530,1150,19,4,270,0,135127,769,2,0
Papaloapan,PUENTE NACIONAL,2021,JUNIO,39211,8044,2548,112,0,4929,3570,128,2315,314,5,6,565,0,61747,482,0,0
Caracol,PUENTE NACIONAL,2021,JUNIO,135655,16599,10058,234,0,7899,4754,376,4630,826,54,84,10314,0,191483,463,407,0
Nautla,PUENTE NACIONAL,2021,JUNIO,111460,3421,3820,1348,0,7875,7853,694,13310,3869,267,40,8001,0,161958,1327,35,0
Grijalva,PUENTE NACIONAL,2021,JUNIO,340772,13628,9819,1473,0,15909,9538,1299,20604,8894,367,61,12417,0,434781,2095,48,0
Usumacinta,PUENTE NACIONAL,2021,JUNIO,79529,9051,2722,743,0,5259,8235,723,13236,3178,403,34,9864,0,132977,1162,17,0
Cadereyta,PUENTE NACIONAL,2021,JUNIO,119944,2676,211,23,0,6505,6148,899,13702,4934,311,317,5619,0,161289,770,19,0
La Piedad,PUENTE NACIONAL,2021,JUNIO,24699,638,85,21,0,2011,1033,48,377,103,5,1,27,0,29048,130,0,0
Tecolutla,PUENTE NACIONAL,2021,JUNIO,103472,10293,4058,1236,0,6652,4788,495,10425,2722,75,20,4972,0,149208,706,17,0
San Juan,PUENTE NACIONAL,2021,JUNIO,58282,105,517,1,0,3406,1678,221,5017,1000,57,51,7258,0,77593,1341,659,0
Tampico,PUENTE NACIONAL,2021,JUNIO,231007,2129,6829,1641,0,7018,3378,236,1136,329,32,28,842,0,254605,895,3,0
Tlacotalpan,PUENTE NACIONAL,2021,JUNIO,33656,4241,1028,12,0,1136,572,31,167,49,1,0,15,0,40908,397,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,JUNIO,179257,4310,5443,3003,0,19719,23839,3533,75626,13149,980,463,39347,0,368669,1457,67,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,JUNIO,16810,1214,25,0,0,622,108,14,59,17,0,0,0,0,18869,14,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,JUNIO,2480,37,76,3,0,164,169,10,122,41,1,1,87,0,3191,35,0,0
