NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Suchiate II,PÚENTE INTERNACIONAL,2023,FEBRERO,1287,0,118,7,0,743,783,80,9358,1877,27,2,48,0,14330,24,216,0
Chapalilla - Compostela ,CAMINO,2023,MARZO,150632,2405,8987,1863,2,7775,6030,671,7574,3018,91,5,1327,0,190380,1063,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,MARZO,132776,729,4660,6575,0,14933,10913,3616,60413,11808,2054,200,25661,0,274338,2525,0,0
Culiacán,PUENTE NACIONAL,2023,MARZO,244147,3290,7271,534,30,8040,4476,538,8895,1628,6,3,803,0,279661,2558,2,0
Sinaloa,PUENTE NACIONAL,2023,MARZO,272858,2054,13957,4768,18,17062,14886,3728,72394,7647,1184,80,23037,0,433673,4665,10,0
Pánuco,PUENTE NACIONAL,2023,MARZO,133778,7721,8295,87,12,5288,2857,311,3033,2046,33,11,1847,0,165319,1271,59,0
Alvarado,PUENTE NACIONAL,2023,MARZO,118408,10408,7209,433,4,5109,5212,224,3285,1297,8,1,678,0,152276,1039,1,0
Papaloapan,PUENTE NACIONAL,2023,MARZO,46016,11442,2897,110,9,4309,4982,123,2639,605,7,5,636,0,73780,6458,287,0
Caracol,PUENTE NACIONAL,2023,MARZO,144500,23366,11368,240,0,8140,5888,365,5961,1356,54,62,11280,0,212580,2984,1548,0
Nautla,PUENTE NACIONAL,2023,MARZO,71001,4300,3756,328,0,4748,3492,460,6998,1308,31,7,1713,0,98142,1045,1,0
Grijalva,PUENTE NACIONAL,2023,MARZO,420107,20473,11809,2387,22,17834,11685,2100,24145,12046,732,139,18303,0,541782,3640,158,0
Usumacinta,PUENTE NACIONAL,2023,MARZO,86533,11811,3537,883,4,5619,6609,1178,18205,6005,685,97,16043,0,157209,1538,97,0
Cadereyta,PUENTE NACIONAL,2023,MARZO,136418,3396,321,68,0,8252,5709,1414,11200,5559,285,288,5032,0,177942,996,24,0
La Piedad,PUENTE NACIONAL,2023,MARZO,73860,1926,4056,1069,0,7795,7085,642,9929,1751,27,13,244,0,108397,572,0,0
Tecolutla,PUENTE NACIONAL,2023,MARZO,94045,15068,4511,458,6,5072,3614,486,6930,1389,17,6,1516,0,133118,657,0,0
San Juan,PUENTE NACIONAL,2023,MARZO,53788,233,705,224,0,3261,1782,311,5440,949,88,113,8328,0,75222,1319,1039,0
Tampico,PUENTE NACIONAL,2023,MARZO,365375,3218,7307,2101,0,7463,3609,251,1832,293,14,10,1320,0,392793,1245,5,0
Tlacotalpan,PUENTE NACIONAL,2023,MARZO,38358,4500,1403,24,0,1528,2223,70,660,69,1,0,23,0,48859,650,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,MARZO,199115,5535,7615,3536,16,22684,27014,4979,88909,17932,1476,644,49553,0,429008,1920,188,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,MARZO,16266,1749,68,1,0,609,141,40,1195,168,5,0,18,0,20260,25,3,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,MARZO,2518,70,9,0,0,179,140,14,221,58,2,1,91,0,3303,6,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,MARZO,104711,292,1,0,0,34,0,3,0,0,0,0,1,0,105042,177,1,139741
Camargo,PÚENTE INTERNACIONAL,2023,MARZO,33758,54,0,0,0,53,155,2,1435,4,18,1,1990,0,37470,334,0,2874
Miguel Alemán,PÚENTE INTERNACIONAL,2023,MARZO,56719,56,12,79,0,149,122,23,2875,19,1,0,0,0,60055,345,0,17548
Reynosa,PÚENTE INTERNACIONAL,2023,MARZO,150170,267,137,904,2,104,14,8,0,0,0,0,0,0,151606,594,0,182084
   Línea Express,PÚENTE INTERNACIONAL,2023,MARZO,67873,0,0,0,0,0,0,0,0,0,0,0,0,0,67873,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,MARZO,49692,70,0,0,0,89,157,20,1354,555,17,6,2330,0,54290,129,158,120771
Ojinaga,PÚENTE INTERNACIONAL,2023,MARZO,57465,65,28,97,1,738,169,198,571,15,44,44,0,0,59435,1373,0,4371
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,MARZO,6670,40106,87,99,0,20,1,0,0,0,0,0,0,7716,54699,7,0,34508
Piedras Negras,PÚENTE INTERNACIONAL,2023,MARZO,105198,131,0,0,0,207,0,2,0,0,0,0,0,0,105538,224,0,47455
Acuña,PÚENTE INTERNACIONAL,2023,MARZO,138178,471,1,0,0,1816,860,202,4163,67,4,0,0,0,145762,1084,0,6482
Laredo,PÚENTE INTERNACIONAL,2023,MARZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231351
   Línea Express,PÚENTE INTERNACIONAL,2023,MARZO,63396,0,0,0,0,0,0,0,0,0,0,0,0,0,63396,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,MARZO,241979,1351,31,2534,0,409,15,67,3,0,0,0,0,0,246389,1611,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,MARZO,1696,0,162,6,0,1090,948,97,11497,2078,33,4,49,0,17660,80,222,0
Chapalilla - Compostela ,CAMINO,2023,ABRIL,213706,2592,11225,2970,17,6702,5339,583,7205,2946,90,7,1213,0,254595,1100,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,ABRIL,150820,1501,5047,6877,0,13585,10245,3623,55585,10784,2092,164,24699,0,285022,2561,0,0
Culiacán,PUENTE NACIONAL,2023,ABRIL,240027,3921,6518,550,10,6780,3750,478,7575,1519,2,3,559,0,271692,2651,0,0
Sinaloa,PUENTE NACIONAL,2023,ABRIL,295139,2914,12893,4997,22,14966,13065,3070,64191,6583,1228,80,20758,0,439906,6082,5,0
Pánuco,PUENTE NACIONAL,2023,ABRIL,138663,7512,8259,221,4,4692,2549,269,2695,1829,24,2,1571,0,168290,1119,42,0
Alvarado,PUENTE NACIONAL,2023,ABRIL,141641,10843,7802,549,7,4385,5048,196,2855,1196,9,3,327,0,174861,933,1,0
Papaloapan,PUENTE NACIONAL,2023,ABRIL,47058,11367,2953,125,6,4045,4802,155,2463,460,8,4,510,0,73956,4670,260,0
Caracol,PUENTE NACIONAL,2023,ABRIL,145964,22300,11380,245,0,7346,5261,351,5469,1263,41,65,10742,0,210427,2490,1294,0
Nautla,PUENTE NACIONAL,2023,ABRIL,83350,4320,3166,356,2,4354,3331,424,6377,1114,22,0,1513,0,108329,973,2,0
Grijalva,PUENTE NACIONAL,2023,ABRIL,422028,19852,12119,2544,28,16188,10848,2060,22636,11705,699,139,18235,0,539081,3296,165,0
Usumacinta,PUENTE NACIONAL,2023,ABRIL,100451,11502,4300,1170,9,5002,6611,1233,16998,6446,665,103,15185,0,169675,1413,101,0
Cadereyta,PUENTE NACIONAL,2023,ABRIL,136735,3608,301,66,2,7516,5084,1301,10781,5267,228,268,4503,0,175660,998,50,0
La Piedad,PUENTE NACIONAL,2023,ABRIL,69373,1991,3819,1183,0,6927,6457,649,9225,1475,32,14,315,0,101460,499,0,0
Tecolutla,PUENTE NACIONAL,2023,ABRIL,110805,13449,4165,512,8,4419,3007,443,6335,1182,18,4,1320,0,145667,510,3,0
San Juan,PUENTE NACIONAL,2023,ABRIL,52080,239,479,226,0,2955,1590,236,4896,708,39,68,7222,0,70738,1181,709,0
Tampico,PUENTE NACIONAL,2023,ABRIL,389871,3236,8184,2551,1,6925,3533,241,1830,315,17,1,1466,0,418171,1363,32,0
Tlacotalpan,PUENTE NACIONAL,2023,ABRIL,43989,4439,1374,37,1,1079,1309,16,539,57,1,0,13,0,52854,387,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,ABRIL,221681,5733,8282,3889,21,20495,24509,5047,82762,17294,1450,747,48018,0,439928,1789,174,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,ABRIL,14199,1579,67,5,0,467,125,34,894,67,9,0,6,0,17452,31,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,ABRIL,2883,67,19,3,0,148,225,13,197,53,2,3,79,0,3692,19,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,ABRIL,105567,251,0,0,0,77,0,3,0,0,0,0,0,0,105898,201,0,136913
Camargo,PÚENTE INTERNACIONAL,2023,ABRIL,33380,32,0,0,0,48,107,7,1429,12,22,5,1876,0,36918,332,0,2893
Miguel Alemán,PÚENTE INTERNACIONAL,2023,ABRIL,55664,48,10,75,0,130,109,31,2670,8,0,0,0,0,58745,301,0,17705
Reynosa,PÚENTE INTERNACIONAL,2023,ABRIL,151626,259,185,867,0,88,5,5,2,0,0,0,0,0,153037,494,0,177097
   Línea Express,PÚENTE INTERNACIONAL,2023,ABRIL,65248,0,0,0,0,0,0,0,0,0,0,0,0,0,65248,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,ABRIL,46819,50,0,0,0,74,97,20,872,520,16,7,1389,0,49864,156,53,93232
Ojinaga,PÚENTE INTERNACIONAL,2023,ABRIL,57866,46,34,112,4,755,152,179,515,32,15,38,0,0,59748,1466,0,4545
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,ABRIL,6800,36272,59,49,1,7,1,1,0,0,0,0,0,7274,50464,6,0,31087
Piedras Negras,PÚENTE INTERNACIONAL,2023,ABRIL,108089,149,5,0,0,193,1,1,0,0,0,0,0,0,108438,178,0,43665
Acuña,PÚENTE INTERNACIONAL,2023,ABRIL,136140,459,1,1,0,1733,706,182,3700,42,2,1,0,0,142967,1037,0,6740
Laredo,PÚENTE INTERNACIONAL,2023,ABRIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220810
   Línea Express,PÚENTE INTERNACIONAL,2023,ABRIL,66013,0,0,0,0,0,0,0,0,0,0,0,0,0,66013,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,ABRIL,249643,1258,13,2476,0,314,11,57,3,0,0,0,0,0,253775,1463,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,ABRIL,1176,0,110,2,0,720,820,67,9446,1603,19,0,51,0,14014,38,335,0
Chapalilla - Compostela ,CAMINO,2023,MAYO,166135,2494,11928,3291,7,7220,5777,779,7831,3263,81,5,1065,0,209876,876,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,MAYO,142664,848,4711,6729,0,15277,11806,3849,61401,12126,1970,148,26222,0,287751,2717,0,0
Culiacán,PUENTE NACIONAL,2023,MAYO,244677,3567,6962,551,23,7915,3938,588,7716,1680,1,5,629,0,278252,2322,1,0
Sinaloa,PUENTE NACIONAL,2023,MAYO,260882,1982,12946,4936,24,15960,12653,3303,65321,6983,1186,82,19397,0,405655,4104,16,0
Pánuco,PUENTE NACIONAL,2023,MAYO,137203,8663,8174,103,8,4912,3009,293,2839,1964,42,4,1332,0,168546,1032,25,0
Alvarado,PUENTE NACIONAL,2023,MAYO,126313,11632,7900,531,1,4952,4493,226,2697,1337,26,9,528,0,160645,845,0,0
Papaloapan,PUENTE NACIONAL,2023,MAYO,51300,12213,3697,182,4,4505,4351,166,2431,434,6,4,690,0,79983,1958,32,0
Caracol,PUENTE NACIONAL,2023,MAYO,144303,24409,11300,280,0,7574,5665,355,5892,1162,65,88,10984,0,212077,1660,886,0
Nautla,PUENTE NACIONAL,2023,MAYO,76295,4793,3122,328,6,5100,3379,470,6687,1174,26,12,1620,0,103012,1123,3,0
Grijalva,PUENTE NACIONAL,2023,MAYO,417229,20389,12449,2169,29,17675,13382,2193,24720,12441,898,155,20614,0,544343,3575,298,0
Usumacinta,PUENTE NACIONAL,2023,MAYO,89801,12570,3588,901,3,5787,7314,1187,17767,6478,841,108,16058,0,162403,1428,226,0
Cadereyta,PUENTE NACIONAL,2023,MAYO,144659,4343,384,24,1,8806,5537,1176,11812,6021,95,110,5829,0,188797,829,1,0
La Piedad,PUENTE NACIONAL,2023,MAYO,72940,2221,3738,1005,1,7546,6899,725,9972,1708,18,9,346,0,107128,525,0,0
Tecolutla,PUENTE NACIONAL,2023,MAYO,98003,15171,4066,560,5,4748,3286,534,6552,1292,19,11,1397,0,135644,611,3,0
San Juan,PUENTE NACIONAL,2023,MAYO,49682,261,612,231,0,3211,1741,242,5293,832,45,104,9136,0,71390,1127,1015,0
Tampico,PUENTE NACIONAL,2023,MAYO,265450,3394,7719,2192,1,7267,3700,221,1862,275,14,4,1809,0,293908,1133,0,0
Tlacotalpan,PUENTE NACIONAL,2023,MAYO,39928,5163,1450,41,1,1193,1020,29,370,59,0,1,37,0,49292,445,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,MAYO,200629,5890,7012,3292,15,22393,26308,5340,89560,19068,1760,670,50004,0,431941,1832,236,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,MAYO,16716,1791,25,1,0,644,114,24,1126,25,2,0,18,0,20486,6,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,MAYO,2457,64,39,3,0,178,203,18,123,59,0,3,69,0,3216,9,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,MAYO,92837,210,0,0,0,89,0,5,0,0,0,0,0,0,93141,165,0,141773
Camargo,PÚENTE INTERNACIONAL,2023,MAYO,33490,22,0,0,0,50,172,4,1525,12,14,2,2087,0,37378,309,0,2802
Miguel Alemán,PÚENTE INTERNACIONAL,2023,MAYO,57671,44,12,84,0,148,130,41,3299,18,0,0,0,0,61447,282,0,18509
Reynosa,PÚENTE INTERNACIONAL,2023,MAYO,131658,276,183,853,2,76,9,6,1,0,0,0,1,0,133065,436,1,180126
   Línea Express,PÚENTE INTERNACIONAL,2023,MAYO,63497,0,0,0,0,0,0,0,0,0,0,0,0,0,63497,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,MAYO,44423,67,0,0,0,71,199,28,1206,744,23,14,1283,0,48058,161,54,79513
Ojinaga,PÚENTE INTERNACIONAL,2023,MAYO,59620,50,31,108,1,783,148,195,653,7,7,42,38,0,61683,1232,0,4610
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,MAYO,5929,40196,62,40,0,12,2,0,0,0,0,0,0,6976,53217,3,0,32784
Piedras Negras,PÚENTE INTERNACIONAL,2023,MAYO,110428,172,2,0,0,183,2,5,0,0,0,0,0,0,110792,185,0,43628
Acuña,PÚENTE INTERNACIONAL,2023,MAYO,140134,474,2,0,0,1757,925,186,4154,22,4,0,1,0,147659,1085,1,7008
Laredo,PÚENTE INTERNACIONAL,2023,MAYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227402
   Línea Express,PÚENTE INTERNACIONAL,2023,MAYO,70398,0,0,0,0,0,0,0,0,0,0,0,0,0,70398,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,MAYO,255001,1284,17,2485,0,388,5,71,4,0,0,0,0,0,259255,1547,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,MAYO,1396,0,112,5,0,799,1047,60,10806,2067,25,3,70,0,16390,41,638,0
Chapalilla - Compostela ,CAMINO,2023,JUNIO,160443,8272,11511,3222,6,6948,5982,717,7651,3356,75,6,924,0,209113,879,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,JUNIO,126841,789,4374,6226,0,14217,13565,3913,58505,11140,1977,199,24351,0,266097,2623,0,0
Culiacán,PUENTE NACIONAL,2023,JUNIO,233796,3261,6599,510,17,8116,4041,608,7105,1455,4,1,625,0,266138,2433,0,0
Sinaloa,PUENTE NACIONAL,2023,JUNIO,250507,1797,12027,4661,16,15846,15180,3227,60932,6915,1064,73,16765,0,389010,3843,30,0
Pánuco,PUENTE NACIONAL,2023,JUNIO,131363,8061,7699,116,3,4951,2568,319,2881,2057,50,4,1175,0,161247,1142,17,0
Alvarado,PUENTE NACIONAL,2023,JUNIO,117830,10977,7429,485,4,4814,4007,260,2481,1032,33,5,216,0,149573,840,16,0
Papaloapan,PUENTE NACIONAL,2023,JUNIO,44548,10791,3407,259,0,4234,4090,194,3264,550,29,10,1171,0,72547,538,5,0
Caracol,PUENTE NACIONAL,2023,JUNIO,141818,23786,11421,227,0,7537,4778,362,4974,1010,78,108,9978,0,206077,554,5,0
Nautla,PUENTE NACIONAL,2023,JUNIO,73931,4957,3086,259,5,4928,3165,402,6162,1178,18,10,1585,0,99686,1065,2,0
Grijalva,PUENTE NACIONAL,2023,JUNIO,393037,19783,11731,2023,25,16838,11216,2158,24528,12220,882,189,19848,0,514478,3169,458,0
Usumacinta,PUENTE NACIONAL,2023,JUNIO,86067,12669,3424,733,6,5543,6785,1288,17448,6486,971,130,16829,0,158379,1464,343,0
Cadereyta,PUENTE NACIONAL,2023,JUNIO,141932,4057,420,25,3,10397,6124,999,10774,4596,172,156,5431,0,185086,682,2,0
La Piedad,PUENTE NACIONAL,2023,JUNIO,72334,2143,3161,799,0,7709,6474,644,9888,1738,32,20,318,0,105260,626,0,0
Tecolutla,PUENTE NACIONAL,2023,JUNIO,91793,15620,3781,389,4,4845,3517,441,6118,1275,9,6,1383,0,129181,588,1,0
San Juan,PUENTE NACIONAL,2023,JUNIO,49626,196,583,222,0,3033,1841,260,5173,756,71,132,8956,0,70849,1111,1024,0
Tampico,PUENTE NACIONAL,2023,JUNIO,234035,3331,7286,2100,1,6911,3904,260,1950,311,19,3,1660,0,261771,1206,0,0
Tlacotalpan,PUENTE NACIONAL,2023,JUNIO,38352,5273,1417,15,0,1115,600,38,139,35,0,0,6,0,46990,352,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,JUNIO,190456,5555,6999,3210,12,22196,25685,5226,91999,18348,1762,647,48477,0,420572,1827,260,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,JUNIO,17662,1796,27,0,0,555,104,29,1203,27,4,0,8,0,21415,36,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,JUNIO,2664,62,24,1,0,174,190,14,121,55,2,5,77,0,3389,18,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,JUNIO,76546,288,0,0,0,67,0,1,0,0,0,0,0,0,76902,150,0,129058
Camargo,PÚENTE INTERNACIONAL,2023,JUNIO,30222,23,0,0,0,58,140,9,1378,17,20,3,1957,0,33827,294,0,1897
Miguel Alemán,PÚENTE INTERNACIONAL,2023,JUNIO,51508,53,15,69,0,122,167,41,3135,17,2,0,0,0,55129,274,0,11095
Reynosa,PÚENTE INTERNACIONAL,2023,JUNIO,131721,365,180,881,0,40,9,5,0,0,0,0,0,0,133201,488,0,163735
   Línea Express,PÚENTE INTERNACIONAL,2023,JUNIO,52889,0,0,0,0,0,0,0,0,0,0,0,0,0,52889,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,JUNIO,45842,49,0,0,0,90,595,33,789,647,32,19,1280,0,49376,169,123,79194
Ojinaga,PÚENTE INTERNACIONAL,2023,JUNIO,56977,31,27,117,0,718,146,169,500,8,4,65,3,0,58765,1206,0,4006
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,JUNIO,6005,39531,61,57,0,15,0,0,0,0,0,0,0,7539,53208,4,0,33950
Piedras Negras,PÚENTE INTERNACIONAL,2023,JUNIO,100625,127,3,0,0,205,0,3,0,0,0,0,0,0,100963,175,0,42848
Acuña,PÚENTE INTERNACIONAL,2023,JUNIO,141098,409,0,0,0,1778,842,184,4156,12,2,0,0,0,148481,1001,0,6466
Laredo,PÚENTE INTERNACIONAL,2023,JUNIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201924
   Línea Express,PÚENTE INTERNACIONAL,2023,JUNIO,56418,0,0,0,0,0,0,0,0,0,0,0,0,0,56418,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,JUNIO,249408,1195,33,2650,0,373,14,63,3,0,0,0,1,0,253740,1592,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,JUNIO,1426,1,140,3,0,904,986,81,10513,1963,13,6,55,0,16091,38,908,0
Chapalilla - Compostela ,CAMINO,2023,JULIO,193767,2344,11361,3287,10,6671,5695,635,7394,3133,67,6,1113,0,235483,961,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,JULIO,152629,1203,5111,7055,0,14737,15725,3695,59507,10517,1887,174,24110,0,296350,2944,0,0
Culiacán,PUENTE NACIONAL,2023,JULIO,243809,3012,6579,560,10,7662,3861,610,6849,1660,6,5,463,0,275086,2541,4,0
Sinaloa,PUENTE NACIONAL,2023,JULIO,278663,1947,12977,5348,33,15623,14203,3204,58782,7638,1065,82,16464,0,416029,4127,4,0
Pánuco,PUENTE NACIONAL,2023,JULIO,143373,8409,8647,185,6,4880,2588,353,2797,1956,9,1,1126,0,174330,974,3,0
Alvarado,PUENTE NACIONAL,2023,JULIO,134906,12100,8162,615,3,4787,3795,257,2505,1085,43,18,293,0,168569,857,29,0
Papaloapan,PUENTE NACIONAL,2023,JULIO,47595,11009,3307,181,1,3965,3000,146,2265,358,6,2,396,0,72231,531,24,0
Caracol,PUENTE NACIONAL,2023,JULIO,148761,23455,11256,291,0,7635,4641,335,5134,856,105,93,10339,0,212901,544,0,0
Nautla,PUENTE NACIONAL,2023,JULIO,82214,5469,3267,401,2,4829,3120,356,6226,1218,13,7,1513,0,108635,1049,0,0
Grijalva,PUENTE NACIONAL,2023,JULIO,413103,19593,12963,2375,43,16842,11848,2212,24300,11420,808,177,18328,0,534012,3237,547,0
Usumacinta,PUENTE NACIONAL,2023,JULIO,99151,12662,4815,1113,6,5412,7907,1332,17590,6461,824,157,16747,0,174177,1532,483,0
Cadereyta,PUENTE NACIONAL,2023,JULIO,140661,3857,329,16,2,12292,6082,921,9807,3219,256,321,5850,0,183613,709,13,0
La Piedad,PUENTE NACIONAL,2023,JULIO,75103,2310,3817,1029,0,7241,5961,552,9621,1713,24,12,226,0,107609,611,2,0
Tecolutla,PUENTE NACIONAL,2023,JULIO,107657,16797,4243,516,1,4870,2999,405,6098,1362,16,6,1393,0,146363,664,0,0
San Juan,PUENTE NACIONAL,2023,JULIO,51966,189,398,239,0,3136,1807,286,4708,868,59,87,8336,0,72079,1194,822,0
Tampico,PUENTE NACIONAL,2023,JULIO,271268,3379,8773,2768,1,7078,3631,234,1972,327,13,2,1713,0,301159,1238,1,0
Tlacotalpan,PUENTE NACIONAL,2023,JULIO,42475,5238,1435,36,0,1133,559,31,209,90,0,0,6,0,51212,376,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,JULIO,218313,5350,8505,3997,25,22402,26828,5532,90775,18031,1797,878,48300,0,450733,1913,164,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,JULIO,15783,1745,17,0,0,577,115,24,1174,23,0,0,4,0,19462,19,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,JULIO,2640,44,7,4,0,172,224,19,117,76,0,5,86,0,3394,6,3,0
Matamoros,PÚENTE INTERNACIONAL,2023,JULIO,82681,259,0,0,0,72,1,5,0,0,0,0,0,0,83018,185,0,135243
Camargo,PÚENTE INTERNACIONAL,2023,JULIO,34551,42,0,0,0,53,97,4,1257,17,19,1,1881,0,37922,267,0,1835
Miguel Alemán,PÚENTE INTERNACIONAL,2023,JULIO,53113,50,4,65,0,140,112,28,2868,16,3,0,0,0,56399,269,0,9993
Reynosa,PÚENTE INTERNACIONAL,2023,JULIO,125594,319,187,972,3,76,10,5,2,0,0,0,0,0,127168,485,0,172644
   Línea Express,PÚENTE INTERNACIONAL,2023,JULIO,51943,0,0,0,0,0,0,0,0,0,0,0,0,0,51943,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,JULIO,48962,47,0,0,0,131,721,43,651,562,65,27,1796,0,53005,159,71,93328
Ojinaga,PÚENTE INTERNACIONAL,2023,JULIO,60682,46,43,118,3,771,132,162,520,19,2,33,2,0,62533,1681,0,5679
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,JULIO,6483,42345,67,68,0,6,0,0,0,0,0,0,0,8108,57077,4,0,39398
Piedras Negras,PÚENTE INTERNACIONAL,2023,JULIO,106226,121,4,0,0,249,2,2,1,0,0,0,0,0,106605,220,0,45491
Acuña,PÚENTE INTERNACIONAL,2023,JULIO,143861,396,0,0,0,1643,823,176,3875,25,1,0,1,0,150801,1150,0,6720
Laredo,PÚENTE INTERNACIONAL,2023,JULIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222319
   Línea Express,PÚENTE INTERNACIONAL,2023,JULIO,81541,0,0,0,0,0,0,0,0,0,0,0,0,0,81541,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,JULIO,246670,1425,27,2980,0,386,20,63,5,0,0,0,0,0,251576,1670,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,JULIO,1179,0,158,7,0,823,935,82,10546,1726,16,3,36,0,15511,47,967,0
Chapalilla - Compostela ,CAMINO,2023,AGOSTO,183077,2302,11142,3215,3,7042,5706,645,7588,3096,63,10,1089,0,224978,1074,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,AGOSTO,100472,681,3544,4389,0,11572,13131,3500,58911,10301,1608,154,22777,0,231040,2212,6,0
Culiacán,PUENTE NACIONAL,2023,AGOSTO,234557,2976,6749,649,13,7547,3819,474,6942,1459,5,1,669,0,265860,2635,0,0
Sinaloa,PUENTE NACIONAL,2023,AGOSTO,261507,2025,12936,5574,26,16213,11882,3375,59211,7185,998,76,16514,0,397522,3714,2,0
Pánuco,PUENTE NACIONAL,2023,AGOSTO,141480,8989,8677,147,3,4893,2508,314,2957,1656,5,4,998,0,172631,1164,1,0
Alvarado,PUENTE NACIONAL,2023,AGOSTO,132727,11819,8014,476,8,5027,3905,177,2582,1053,24,2,384,0,166198,878,10,0
Papaloapan,PUENTE NACIONAL,2023,AGOSTO,45998,11101,3249,160,8,4475,3181,135,2400,298,6,5,421,0,71437,567,0,0
Caracol,PUENTE NACIONAL,2023,AGOSTO,147763,23387,11630,273,0,7847,4998,348,5074,953,68,55,9623,0,212019,488,3,0
Nautla,PUENTE NACIONAL,2023,AGOSTO,83820,5502,3316,331,2,5099,3173,342,6457,1321,31,14,1364,0,110772,1122,2,0
Grijalva,PUENTE NACIONAL,2023,AGOSTO,413495,19794,13409,2239,27,17609,11991,2428,26113,12724,781,208,19812,0,540630,3231,296,0
Usumacinta,PUENTE NACIONAL,2023,AGOSTO,100977,12816,5037,1033,8,5930,8520,1552,18420,7239,871,176,18212,0,180791,1522,225,0
Cadereyta,PUENTE NACIONAL,2023,AGOSTO,139175,4132,391,42,0,12159,6704,858,9808,3251,234,289,5896,0,182939,774,14,0
La Piedad,PUENTE NACIONAL,2023,AGOSTO,69640,2197,3847,1063,0,7217,5923,583,9732,1825,21,3,208,0,102259,592,0,0
Tecolutla,PUENTE NACIONAL,2023,AGOSTO,106130,16246,4203,420,2,4815,2821,404,6278,1364,28,12,1213,0,143936,624,1,0
San Juan,PUENTE NACIONAL,2023,AGOSTO,51396,251,531,241,0,3338,1802,362,5022,1149,68,106,9193,0,73459,1089,1035,0
Tampico,PUENTE NACIONAL,2023,AGOSTO,263229,3609,9193,2893,1,7171,3753,245,2259,315,14,9,1532,0,294223,1211,2,0
Tlacotalpan,PUENTE NACIONAL,2023,AGOSTO,42243,4956,1425,40,0,1179,567,44,231,98,0,0,10,0,50793,488,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,AGOSTO,221331,5957,8846,4239,44,23148,26785,5902,93723,19571,1813,880,49233,0,461472,1923,334,0
